,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
16823,6,350,1901.71,316.95,0.02,0.1,198.32,C,103.81,1,17-11-2010 16:46,JUMBO STORAGE BAG SUKI,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16825,3,156,1051.71,350.57,0.02,0.1,246.07,C,245.43,1,26-11-2010 16:22,DOORMAT RED RETROSPOT,14,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16827,5,195,392.13,78.43,0.03,0.1,73.40,D,-160.29,0.99,11-11-2010 14:04,CLASSIC METAL BIRDCAGE PLANT HOLDER,29,D,Low,1,WINBACK,Reactivate: 20% comeback code
16830,3,284,881.59,293.86,0.01,0.1,113.30,D,6.24,1,23-09-2010 12:37,CREAM HEART CARD HOLDER,78,D,Low,1,WINBACK,Reactivate: 20% comeback code
16832,2,29,218.46,109.23,0.07,0.1,274.96,C,512.19,0,07-10-2010 08:35,BLACK RECORD COVER FRAME,64,C,Medium,0,CROSS_SELL,Add complementary product recommendation
16833,2,183,1302.51,651.26,0.01,0.1,259.79,C,587.40,1,26-09-2010 11:23,GIN + TONIC DIET METAL SIGN,75,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16835,5,196,1357.56,271.51,0.03,0.1,252.81,C,176.57,1,01-12-2010 17:15,DOORMAT AIRMAIL ,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16836,2,167,530.50,265.25,0.01,0.1,115.95,D,21.36,1,29-10-2010 12:48,CHRISTMAS GINGHAM HEART,42,D,Low,1,WINBACK,Reactivate: 20% comeback code
16838,2,132,570.76,285.38,0.02,0.1,157.82,C,102.09,1,27-06-2010 14:49,SILVER HANGING T-LIGHT HOLDER,166,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16839,11,296,5716.14,519.65,0.04,0.1,704.86,A,824.74,1,05-12-2010 11:15,RECIPE BOX PANTRY YELLOW DESIGN,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16840,2,71,139.85,69.93,0.03,0.1,71.89,D,-47.41,0,15-04-2010 15:48,RED RETROSPOT JUMBO BAG ,239,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
16841,6,268,2136.24,356.04,0.02,0.1,290.94,C,267.21,1,07-10-2010 15:45,60 CAKE CASES VINTAGE CHRISTMAS,64,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16843,19,306,9374.86,493.41,0.06,0.1,1118.24,A,1188.69,1,13-10-2010 10:31,60 CAKE CASES VINTAGE CHRISTMAS,58,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16844,2,20,614.34,307.17,0.10,0.1,1121.17,A,1184.01,0,26-05-2010 10:29,CACTI T-LIGHT CANDLES,198,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16846,2,62,628.09,314.05,0.03,0.1,369.76,B,373.90,0,11-05-2010 13:45,ASSORTED CREEPY CRAWLIES,213,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16848,3,56,1130.20,376.73,0.05,0.1,736.65,A,731.20,0,28-11-2010 12:38,JAM MAKING SET WITH JARS,12,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16854,2,223,1408.96,704.48,0.01,0.1,230.61,C,630.35,1,18-10-2010 16:31,PINK HAPPY BIRTHDAY BUNTING,53,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16856,2,24,323.09,161.55,0.08,0.1,491.37,B,764.00,0,18-10-2010 11:54,PARTY METAL SIGN ,53,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16858,10,355,4292.59,429.26,0.03,0.1,441.35,B,483.47,1,06-12-2010 09:52,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16859,5,228,1184.60,236.92,0.02,0.1,189.64,C,61.87,1,19-10-2010 09:07,SET 7 BABUSHKA NESTING BOXES,52,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16860,3,209,1610.62,536.87,0.01,0.1,281.28,C,465.43,1,13-09-2010 10:05,BLACK HEART CARD HOLDER,88,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16861,3,118,772.83,257.61,0.03,0.1,239.05,C,184.48,1,14-11-2010 13:54,DINOSAUR PARTY BAG + STICKER SET,26,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16862,4,154,662.33,165.58,0.03,0.1,156.98,C,21.36,1,10-06-2010 13:05,SET/6 RED SPOTTY PAPER PLATES,183,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16863,2,42,495.72,247.86,0.05,0.1,430.80,B,463.53,0,08-12-2010 08:58,SWEETIES  STICKERS,2,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16864,2,164,409.25,204.63,0.01,0.1,91.08,D,-66.72,1,01-10-2010 16:16,BOX OF VINTAGE JIGSAW BLOCKS ,70,D,Low,1,WINBACK,Reactivate: 20% comeback code
16868,3,199,393.39,131.13,0.02,0.1,72.15,D,-169.10,1,10-11-2010 13:17,SET OF 3 NOTEBOOKS IN PARCEL,30,D,Low,1,WINBACK,Reactivate: 20% comeback code
16872,3,35,533.11,177.70,0.09,0.1,555.96,B,803.69,0,08-10-2010 15:20,MOROCCAN TEA GLASS,63,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16873,6,239,7493.77,1248.96,0.03,0.1,1144.45,A,1948.30,1,06-10-2010 15:34,FELTCRAFT DOLL MOLLY,65,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16875,6,266,2139.00,356.50,0.02,0.1,293.51,B,270.77,1,28-09-2010 17:11,NATURAL SLATE HEART CHALKBOARD ,73,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16883,18,363,2119.86,117.77,0.05,0.1,213.15,C,-48.08,1,03-12-2010 10:33, SET 2 TEA TOWELS I LOVE LONDON ,7,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16884,2,14,644.08,322.04,0.14,0.1,1679.21,A,1718.26,0,01-06-2010 12:45,SWEETHEART CREAM STEEL FOLDIN BENCH,192,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16887,2,337,465.84,232.92,0.01,0.1,50.45,D,-160.17,1,04-11-2010 11:29,ASSORTED COLOUR MINI CASES,36,D,Low,1,WINBACK,Reactivate: 20% comeback code
16888,3,300,437.15,145.72,0.01,0.1,53.19,D,-242.30,1,04-11-2010 12:39,BLACK DIAMANTE EXPANDABLE RING,36,D,Low,1,WINBACK,Reactivate: 20% comeback code
16889,3,168,952.23,317.41,0.02,0.1,206.88,C,171.95,1,07-11-2010 10:46,BLUE PAISLEY JOURNAL ,33,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16890,3,105,285.41,95.14,0.03,0.1,99.21,D,-32.40,1,20-08-2010 11:23,HANGING HEART ZINC T-LIGHT HOLDER,112,D,Low,1,WINBACK,Reactivate: 20% comeback code
16891,7,363,1247.12,178.16,0.02,0.1,125.40,D,-139.16,1,03-12-2010 11:35,HAND WARMER SCOTTY DOG DESIGN,7,D,Low,1,WINBACK,Reactivate: 20% comeback code
16892,2,177,236.56,118.28,0.01,0.1,48.78,D,-212.70,1,03-06-2010 15:17,PEACE WOODEN BLOCK LETTERS,190,D,Low,1,WINBACK,Reactivate: 20% comeback code
16893,2,9,255.84,127.92,0.22,0.1,1037.57,A,2369.95,0,08-12-2010 12:06,CHRISTMAS RETROSPOT ANGEL WOOD,2,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16894,3,33,1324.06,441.35,0.09,0.1,1464.49,A,1286.39,0,25-07-2010 15:43,METAL SHELF WITH RAIL ,138,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16895,4,227,902.28,225.57,0.02,0.1,145.08,D,-3.62,1,27-09-2010 11:13,HOME BUILDING BLOCK WORD,74,D,Low,1,WINBACK,Reactivate: 20% comeback code
16898,3,208,507.56,169.19,0.01,0.1,89.07,D,-119.42,1,06-12-2010 12:23,PARTY METAL SIGN ,4,D,Low,1,WINBACK,Reactivate: 20% comeback code
16899,2,18,439.46,219.73,0.11,0.1,891.13,A,1184.50,0,26-11-2010 11:28,SMALL POPCORN HOLDER,14,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16903,2,35,689.04,344.52,0.06,0.1,718.57,A,725.57,0,24-11-2010 14:55,CHILDS GARDEN SPADE PINK,16,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16904,7,43,1378.10,196.87,0.16,0.1,1169.78,A,1717.45,0.01,07-12-2010 13:30,15CM CHRISTMAS GLASS BALL 20 LIGHTS,3,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16905,11,357,1931.72,175.61,0.03,0.1,197.50,C,-42.07,1,03-12-2010 10:43,BLACK KITCHEN SCALES,7,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16906,3,147,869.03,289.68,0.02,0.1,215.78,C,165.59,1,07-10-2010 15:01,HOT WATER BOTTLE I AM SO POORLY,64,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16907,5,160,726.25,145.25,0.03,0.1,165.68,C,36.16,1,09-12-2010 16:52,CHOCOLATE THIS WAY METAL SIGN,1,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16911,2,25,255.25,127.63,0.08,0.1,372.67,B,672.67,0,14-03-2010 12:18,CIRCUS PARADE LUNCHBOX ,271,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16912,4,309,1904.93,476.23,0.01,0.1,225.02,C,331.13,1,14-10-2010 14:11,"CAKE TIN, 3 TIER RED/IVORY",57,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16915,5,182,921.50,184.30,0.03,0.1,184.81,C,51.89,1,18-11-2010 08:31,DOORMAT FANCY FONT HOME SWEET HOME,22,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16916,3,43,547.14,182.38,0.07,0.1,464.43,B,618.66,0,02-12-2010 13:14,MEMO BOARD COTTAGE DESIGN,8,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16918,10,314,2144.47,214.45,0.03,0.1,249.28,C,78.66,1,13-10-2010 15:37,NO SINGING METAL SIGN,58,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16919,14,108,2529.46,180.68,0.13,0.1,854.86,A,1206.53,1,06-12-2010 12:52,LADIES & GENTLEMEN METAL SIGN,4,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16921,2,157,276.88,138.44,0.01,0.1,64.37,D,-157.92,1,23-09-2010 14:08,LARGE CIRCULAR MIRROR MOBILE,78,D,Low,1,WINBACK,Reactivate: 20% comeback code
16923,13,302,6130.75,471.60,0.04,0.1,740.97,A,814.02,1,29-11-2010 13:59,LOVE BUILDING BLOCK WORD,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16926,5,155,1191.10,238.22,0.03,0.1,280.48,C,213.05,1,03-12-2010 13:42,DOORMAT NEIGHBOURHOOD WITCH ,7,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16928,13,301,1265.63,97.36,0.04,0.1,153.47,D,-81.12,1,01-12-2010 15:21,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,9,D,Low,1,WINBACK,Reactivate: 20% comeback code
16931,3,27,629.40,209.80,0.11,0.1,850.86,A,1159.69,0,05-12-2010 11:40,PACK 3 BOXES CHRISTMAS PANNETONE,5,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16932,2,147,278.77,139.39,0.01,0.1,69.22,D,-142.61,1,12-10-2010 14:14,FOUR PICTURE WHITE GLASS FRAME,59,D,Low,1,WINBACK,Reactivate: 20% comeback code
16933,7,340,2618.02,374.00,0.02,0.1,281.05,C,259.66,1,15-11-2010 14:36,POLYESTER FILLER PAD 65CMx65CM,25,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16934,4,237,1160.06,290.02,0.02,0.1,178.66,C,91.86,1,21-11-2010 11:39,SET 20 NAPKINS FAIRY CAKES DESIGN ,19,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16935,3,39,535.10,178.37,0.08,0.1,500.80,B,698.78,0,23-11-2010 09:16,HAND WARMER SCOTTY DOG DESIGN,17,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16938,5,278,4306.80,861.36,0.02,0.1,565.46,B,1092.71,1,23-11-2010 13:01,PACK 3 BOXES CHRISTMAS PANNETONE,17,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16939,3,160,449.00,149.67,0.02,0.1,102.43,D,-81.93,1,08-08-2010 12:24,HEART OF WICKER LARGE,124,D,Low,1,WINBACK,Reactivate: 20% comeback code
16940,5,280,3377.78,675.56,0.02,0.1,440.32,B,764.47,1,15-09-2010 12:53,RETRO RED SPOTTY WASHING UP GLOVES,86,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16943,2,84,482.76,241.38,0.02,0.1,209.77,C,155.60,0,18-06-2010 11:16,Manual,175,C,Medium,0,CROSS_SELL,Add complementary product recommendation
16945,14,337,4202.66,300.19,0.04,0.1,455.18,B,373.40,1,11-11-2010 12:19,CHRISTMAS CRAFT TREE TOP ANGEL,29,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16946,5,264,1222.04,244.41,0.02,0.1,168.96,C,26.58,1,21-11-2010 14:06,VICTORIAN SEWING BOX SMALL ,19,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16947,4,184,548.73,137.18,0.02,0.1,108.85,D,-87.26,1,03-09-2010 12:22,AGED GLASS SILVER T-LIGHT HOLDER,98,D,Low,1,WINBACK,Reactivate: 20% comeback code
16948,4,226,433.75,108.44,0.02,0.1,70.05,D,-198.44,1,06-10-2010 13:08,ASSTD DESIGN BUBBLE GUM RING,65,D,Low,1,WINBACK,Reactivate: 20% comeback code
16950,8,317,2605.81,325.73,0.03,0.1,300.04,B,233.44,1,07-12-2010 15:20,CREAM WALL PLANTER HEART SHAPED,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16952,3,287,631.17,210.39,0.01,0.1,80.27,D,-129.19,1,24-09-2010 15:35,CAKE PLATE LOVEBIRD PINK,77,D,Low,1,WINBACK,Reactivate: 20% comeback code
16954,11,311,3996.80,363.35,0.04,0.1,469.08,B,448.46,1,25-11-2010 14:57,RED TOADSTOOL LED NIGHT LIGHT,15,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16955,4,308,790.74,197.69,0.01,0.1,93.71,D,-134.36,1,06-12-2010 10:38,RIBBON REEL POLKADOTS ,4,D,Low,1,WINBACK,Reactivate: 20% comeback code
16960,5,256,1536.38,307.28,0.02,0.1,219.05,C,146.79,1,14-11-2010 12:17,SET OF 72 RETROSPOT PAPER  DOILIES,26,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
16961,2,144,560.39,280.20,0.01,0.1,142.04,D,74.94,1,16-11-2010 16:37,BROCANTE COAT RACK,24,D,Low,1,WINBACK,Reactivate: 20% comeback code
16972,2,73,786.25,393.13,0.03,0.1,393.13,B,431.86,0,22-11-2010 10:59,PAPER CHAIN KIT 50'S CHRISTMAS ,18,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16974,2,41,365.50,182.75,0.05,0.1,325.38,B,379.16,0,05-07-2010 10:18,EDWARDIAN PARASOL PINK,158,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16975,3,82,926.12,308.71,0.04,0.1,412.24,B,411.51,0.03,12-10-2010 17:53,CHARLOTTE BAG SUKI DESIGN,59,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16977,4,236,496.00,124.00,0.02,0.1,76.71,D,-184.87,1,09-11-2010 13:17,36 PENCILS TUBE RED RETROSPOT,31,D,Low,1,WINBACK,Reactivate: 20% comeback code
16979,3,66,1007.74,335.91,0.05,0.1,557.31,B,566.05,0,21-11-2010 13:23,WICKER STAR ,19,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
16983,5,76,1778.97,355.79,0.07,0.1,854.37,A,846.29,0.01,05-12-2010 12:34,SCOTTIE DOG HOT WATER BOTTLE,5,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
16984,7,238,6273.45,896.21,0.03,0.1,962.10,A,1401.19,1,31-10-2010 16:26,CHRISTMAS HANGING STAR WITH BELL,40,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16985,13,352,5459.04,419.93,0.04,0.1,566.07,B,599.57,1,28-11-2010 12:12,WHITE HANGING HEART T-LIGHT HOLDER,12,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16986,9,228,3015.55,335.06,0.04,0.1,482.75,B,456.67,1,20-09-2010 15:00,RIBBON REEL STRIPES DESIGN ,81,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16987,4,361,910.85,227.71,0.01,0.1,92.09,D,-125.70,1,28-11-2010 15:24,FELTCRAFT CUSHION BUTTERFLY,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
16992,8,279,3862.19,482.77,0.03,0.1,505.27,B,601.30,1,17-11-2010 15:21,GLASS  BEURRE DISH,23,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
16993,2,112,1950.95,975.48,0.02,0.1,635.80,A,1185.86,0.99,02-09-2010 12:16,ZINC METAL HEART DECORATION,99,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
16996,3,35,666.65,222.22,0.09,0.1,695.22,A,874.63,0,22-11-2010 14:33,WOODEN FRAME ANTIQUE WHITE ,18,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17000,2,11,406.30,203.15,0.18,0.1,1348.18,A,2002.67,0,08-11-2010 13:35,HYACINTH BULB T-LIGHT CANDLES,32,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17001,8,247,2651.23,331.40,0.03,0.1,391.78,B,354.83,1,28-11-2010 12:25,BLUE SPOT CERAMIC DRAWER KNOB,12,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17002,4,197,1077.82,269.46,0.02,0.1,199.70,C,112.48,1,22-09-2010 13:51,DOG BOWL CHASING BALL DESIGN,79,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17003,4,176,830.16,207.54,0.02,0.1,172.16,C,45.14,1,02-11-2010 13:15,RED RETROSPOT SHOPPER BAG,38,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17004,2,31,1012.22,506.11,0.06,0.1,1191.81,A,1059.24,0,12-11-2010 13:17,HAND WARMER BIRD DESIGN,28,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17005,2,118,742.36,371.18,0.02,0.1,229.63,C,258.33,1,26-08-2010 10:57,CHRISTMAS RETROSPOT STAR WOOD,106,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17006,4,252,854.54,213.64,0.02,0.1,123.77,D,-53.32,1,12-11-2010 13:43,DOOR HANGER  MUM + DADS ROOM,28,D,Low,1,WINBACK,Reactivate: 20% comeback code
17011,2,4,400.80,200.40,0.50,0.1,3657.30,A,5784.41,0,02-03-2010 13:50,ASSORTED COLOUR SILK COIN PURSE,283,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17017,13,371,5416.35,416.64,0.04,0.1,532.88,B,562.42,1,09-12-2010 15:35,SMALL POPCORN HOLDER,1,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17018,4,347,1367.60,341.90,0.01,0.1,143.85,D,75.79,1,17-11-2010 14:23,DOORMAT NEW ENGLAND,23,D,Low,1,WINBACK,Reactivate: 20% comeback code
17019,8,369,2739.59,342.45,0.02,0.1,270.99,C,205.94,1,06-12-2010 12:55,PAPER CHAIN KIT 50'S CHRISTMAS ,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17020,2,104,935.62,467.81,0.02,0.1,328.37,B,436.71,1,15-06-2010 13:06,MINI JIGSAW CIRCUS PARADE ,178,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17021,6,146,1182.22,197.04,0.04,0.1,295.56,B,241.51,1,23-09-2010 20:01,SET OF 6 T-LIGHTS SNOWMEN,78,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17023,3,280,800.18,266.73,0.01,0.1,104.31,D,-33.79,1,18-10-2010 15:37,WOODEN FRAME ANTIQUE WHITE ,53,D,Low,1,WINBACK,Reactivate: 20% comeback code
17025,4,268,1152.87,288.22,0.01,0.1,157.01,C,54.56,1,01-12-2010 15:46,BATH BUILDING BLOCK WORD,9,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17026,2,47,54.15,27.08,0.04,0.1,42.05,D,67.36,0,05-12-2010 12:47,REGENCY CAKESTAND 3 TIER,5,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
17027,3,283,436.82,145.61,0.01,0.1,56.34,D,-229.26,1,19-09-2010 14:11,WHITE CHRISTMAS TREE DECORATION ,82,D,Low,1,WINBACK,Reactivate: 20% comeback code
17028,3,140,1593.83,531.28,0.02,0.1,415.53,B,565.30,1,07-05-2010 15:33,FELTCRAFT BUTTERFLY HEARTS,217,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17029,5,281,1421.30,284.26,0.02,0.1,184.62,C,76.81,1,22-11-2010 10:46,JUMBO BAG RED RETROSPOT,18,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17031,4,203,2393.50,598.38,0.02,0.1,430.36,B,653.88,1,26-11-2010 15:17,JUMBO BAG RED RETROSPOT,14,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17032,8,181,3004.60,375.58,0.04,0.1,605.90,A,607.00,1,10-06-2010 12:16,Bank Charges,183,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17034,2,104,538.40,269.20,0.02,0.1,188.96,C,136.12,1,26-10-2010 14:00,ANTIQUE TALL SWIRLGLASS TRINKET POT,45,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17035,2,145,180.06,90.03,0.01,0.1,45.33,D,-214.37,1,27-04-2010 14:11,HEART IVORY TRELLIS LARGE,227,D,Low,1,WINBACK,Reactivate: 20% comeback code
17041,3,202,604.71,201.57,0.01,0.1,109.27,D,-60.57,1,07-11-2010 12:56,TOAST ITS - FAIRY FLOWER,33,D,Low,1,WINBACK,Reactivate: 20% comeback code
17043,4,354,881.37,220.34,0.01,0.1,90.88,D,-132.93,1,29-11-2010 15:06,POPPY'S PLAYHOUSE KITCHEN,11,D,Low,1,WINBACK,Reactivate: 20% comeback code
17044,11,357,11013.82,1001.26,0.03,0.1,1126.06,A,1804.63,1,30-11-2010 10:48,STAR PORTABLE TABLE LIGHT ,10,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17045,2,52,488.24,244.12,0.04,0.1,342.71,B,345.41,0,28-11-2010 13:09,GRAND CHOCOLATECANDLE,12,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17046,4,175,1264.05,316.01,0.02,0.1,263.64,C,228.64,1,21-09-2010 13:40,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17047,3,300,1188.33,396.11,0.01,0.1,144.58,D,156.78,1,04-10-2010 09:14,CHRISTMAS TOILET ROLL,67,D,Low,1,WINBACK,Reactivate: 20% comeback code
17048,4,253,1146.33,286.58,0.02,0.1,165.38,C,67.70,1,28-09-2010 16:50,LADIES & GENTLEMEN METAL SIGN,73,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17049,10,270,4287.50,428.75,0.04,0.1,579.61,A,618.20,1,29-11-2010 13:00,HEART OF WICKER SMALL,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17050,5,307,1462.95,292.59,0.02,0.1,173.93,C,64.21,1,29-11-2010 17:20,SANDWICH BATH SPONGE,11,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17051,3,182,467.25,155.75,0.02,0.1,93.71,D,-107.04,1,19-09-2010 15:09,72 CAKE CASES VINTAGE CHRISTMAS,82,D,Low,1,WINBACK,Reactivate: 20% comeback code
17059,5,312,2507.49,501.50,0.02,0.1,293.34,B,425.86,1,05-12-2010 12:35,3D VINTAGE CHRISTMAS STICKERS ,5,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17062,4,74,669.85,167.46,0.05,0.1,330.40,B,386.99,0,09-12-2010 12:37,SNOWFLAKE PORTABLE TABLE LIGHT ,1,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17063,6,331,2177.39,362.90,0.02,0.1,240.10,C,206.61,1,28-10-2010 15:59,BLUE 3 PIECE POLKADOT CUTLERY SET,43,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17067,3,6,454.54,151.51,0.50,0.1,2765.12,A,5698.45,0,15-12-2009 08:39,"POPCORN HOLDER , SMALL ",360,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17068,27,252,4608.94,170.70,0.11,0.1,667.56,A,736.75,1,06-12-2010 13:58,JUMBO STORAGE BAG SUKI,4,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17069,6,363,3084.58,514.10,0.02,0.1,310.16,B,453.61,1,01-12-2010 16:49,RECIPE BOX PANTRY YELLOW DESIGN,9,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17071,4,302,1372.17,343.04,0.01,0.1,165.84,C,114.21,1,23-11-2010 11:47,PINK BLUE FELT CRAFT TRINKET BOX,17,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17075,6,296,1407.61,234.60,0.02,0.1,173.57,C,9.19,1,06-10-2010 13:24,EMERGENCY FIRST AID TIN ,65,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17076,3,342,401.67,133.89,0.01,0.1,42.87,D,-290.77,1,12-11-2010 10:51,ASSORTED COLOUR BIRD ORNAMENT,28,D,Low,1,WINBACK,Reactivate: 20% comeback code
17080,5,147,669.91,133.98,0.03,0.1,166.34,C,53.90,1,25-11-2010 17:55,HEART OF WICKER SMALL,15,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17081,4,259,674.23,168.56,0.02,0.1,95.02,D,-136.39,1,09-11-2010 12:44,CHRISTMAS LIGHTS 10 SANTAS ,31,D,Low,1,WINBACK,Reactivate: 20% comeback code
17082,4,329,2728.18,682.05,0.01,0.1,302.67,B,659.19,1,10-11-2010 09:19,JUMBO BAG PINK VINTAGE PAISLEY,30,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17083,6,258,2644.01,440.67,0.02,0.1,374.06,B,436.39,1,26-10-2010 08:41,PINK POLKADOT BOWL,45,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17085,23,356,6324.76,274.99,0.06,0.1,648.47,A,566.45,1,28-11-2010 11:49,HAND WARMER SCOTTY DOG DESIGN,12,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17090,6,133,1105.53,184.26,0.05,0.1,303.40,B,270.46,1,30-11-2010 10:49,PACK OF 12 COLOURED PENCILS,10,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17091,11,355,3983.34,362.12,0.03,0.1,409.55,B,377.87,1,07-12-2010 09:55,HAND WARMER SCOTTY DOG DESIGN,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
